ID,Distributor Name,Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price-$,Mileage-KM,Engine Power-HP,Purchased Date,Car Sale Status,Sold Date,Purchased Price-$,Sold Price-$,Margin-%,Sales Agent Name,Sales Rating,Sales Commission-$,Feedback,Profit-$,Sale Month
YWS2VE,Cars24,Oklahoma,Etriga,Maruti,Hatchback,Gray,Manual,4,5,Hybrid,2021,7300,42472,103,2015-09-18,Un Sold,1970-01-01,5935,0,0,Pranav,5,0,Excellent,-5935,Jan 1970
JTCEHR,Trust,New York,Plato,Prazo,Convertible,Red,Automatic,2,2,Petrol,2023,8600,29185,250,2015-04-30,Un Sold,1970-01-01,6876,0,0,Shailaja,4,0,Poor,-6876,Jan 1970
NT8FBT,Trivett,San Jose,Fortuner,Toyota,SUV,Gray,Manual,8,5,Diesel,2020,8000,77484,200,2020-05-02,Un Sold,1970-01-01,7432,0,0,Arjuna,1,0,Excellent,-7432,Jan 1970
ALYISL,Marchi,Utah,Etriga,Maruti,Hatchback,Black,Manual,4,5,Diesel,2019,6600,28549,103,2019-04-07,Un Sold,1970-01-01,5619,0,0,Dhruv,2,0,Good,-5619,Jan 1970
QFB2VP,Automart,North Carolina,i20,Hyundai,Hatchback,Red,Manual,4,5,Petrol,2018,6600,52254,120,2015-03-23,Un Sold,1970-01-01,5559,0,0,Anushka,5,0,Average,-5559,Jan 1970
BSAGS8,Trivett,Tennessee,i20,Hyundai,Hatchback,Black,Manual,4,5,Diesel,2019,6600,31453,120,2021-11-21,Un Sold,1970-01-01,5401,0,0,Shruthi,5,0,Excellent,-5401,Jan 1970
GZCUC8,Zupps,Oklahoma,Etriga,Maruti,Hatchback,Red,Automatic,4,5,Petrol,2019,6500,17589,103,2015-03-05,Un Sold,1970-01-01,4628,0,0,Sweta,5,0,Excellent,-4628,Jan 1970
278JHQ,Marchi,Philadelphia,Plato,Prazo,Convertible,Black,Automatic,2,2,Diesel,2017,9300,1527,250,2021-05-19,Un Sold,1970-01-01,7958,0,0,Supriya,3,0,Excellent,-7958,Jan 1970
AMT0PZ,Carsome,Tennessee,Seltos,Kia,Hatchback,Gray,Automatic,5,5,Petrol,2018,6600,70313,150,2017-07-10,Un Sold,1970-01-01,4972,0,0,Krishna,5,0,Good,-4972,Jan 1970
SHOLDJ,Marchi,Florida,Hilux,Toyota,Truck,Blue,Automatic,4,2,Diesel,2022,7300,64403,200,2016-04-21,Sold,2024-08-25,6729,7897,17,Swapna,4,234,Average,1168,Aug 2024
U4YU64,APE,Florida,Hilux,Toyota,Truck,Black,Manual,4,2,Diesel,2020,7500,77367,200,2021-10-08,Un Sold,1970-01-01,5897,0,0,Aarush,5,0,Good,-5897,Jan 1970
I43SXC,Nufor,North Carolina,i20,Hyundai,Hatchback,Red,Manual,4,5,Electric,2024,7500,55414,120,2016-04-05,Un Sold,1970-01-01,5613,0,0,Narayan,3,0,Good,-5613,Jan 1970
XRIB4A,Knox,Madison,i20,Hyundai,Hatchback,Gray,Manual,4,5,Petrol,2022,6200,52758,120,2024-05-01,Un Sold,1970-01-01,4502,0,0,Ram,1,0,Excellent,-4502,Jan 1970
X7JBA6,Carsome,North Carolina,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Electric,2020,9400,64966,200,2017-05-13,Un Sold,1970-01-01,8885,0,0,Pranav,4,0,Average,-8885,Jan 1970
X6F7Q3,Knox,California,Kags,Renault,SUV,Red,Manual,7,5,Diesel,2016,8400,14031,175,2020-04-17,Un Sold,1970-01-01,7689,0,0,Piyush,4,0,Average,-7689,Jan 1970
DDYRT2,Trivett,Philadelphia,Hilux,Toyota,Truck,Blue,Manual,4,2,Electric,2016,9300,67525,200,2015-01-23,Un Sold,1970-01-01,8741,0,0,Vihaan,1,0,Good,-8741,Jan 1970
P493VS,Olx,Tennessee,Swift,Maruti,Sedan,Gray,Automatic,5,4,Electric,2018,8600,69855,115,2019-07-23,Un Sold,1970-01-01,7894,0,0,Pranav,4,0,Average,-7894,Jan 1970
6H082G,Carro,Tucson,Kags,Renault,SUV,Blue,Manual,7,5,Electric,2018,9600,84754,175,2018-07-13,Sold,2022-09-05,8115,7076,-13,Bhavani,2,0,Average,-1039,Sep 2022
YWZNUY,Carsome,Tucson,Hilux,Toyota,Truck,Black,Automatic,4,2,Diesel,2023,7200,61584,200,2021-11-27,Un Sold,1970-01-01,6273,0,0,Sai,1,0,Poor,-6273,Jan 1970
DBI1QB,Nufor,North Carolina,Yodha,Tata,Truck,Black,Automatic,3,2,Petrol,2017,7700,40313,100,2016-10-23,Sold,2017-05-17,6563,7385,13,Pavan,5,164,Good,822,May 2017
PS1VYK,Carmix,Tennessee,Swift,Maruti,Sedan,Red,Manual,5,4,Electric,2015,8900,46664,115,2020-02-22,Un Sold,1970-01-01,8377,0,0,Vishwajeet,2,0,Good,-8377,Jan 1970
B0UDMV,Ahg,Philadelphia,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Petrol,2020,6400,75319,120,2024-04-05,Un Sold,1970-01-01,4757,0,0,Aarush,3,0,Good,-4757,Jan 1970
EPWZ6N,Carro,Denver,Plato,Prazo,Convertible,Black,Automatic,2,2,Petrol,2019,9000,60038,250,2020-07-14,Sold,2022-10-05,7188,8434,17,Shailaja,5,249,Excellent,1246,Oct 2022
BRCRFP,Kamkar,Philadelphia,Etriga,Maruti,Hatchback,Gray,Manual,4,5,Hybrid,2020,7400,49977,103,2018-04-16,Un Sold,1970-01-01,6022,0,0,Narayan,2,0,Good,-6022,Jan 1970
SU6EX5,Automart,North Carolina,Dzire,Maruti,Sedan,White,Automatic,5,5,Electric,2022,8200,21934,100,2024-02-26,Un Sold,1970-01-01,6477,0,0,Narayan,3,0,Average,-6477,Jan 1970
7B9QBI,Ahg,Utah,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Electric,2020,7900,3219,150,2015-06-19,Un Sold,1970-01-01,6884,0,0,Shailaja,5,0,Excellent,-6884,Jan 1970
WFUDTF,Cars24,Utah,Dzire,Maruti,Sedan,Black,Manual,5,5,Electric,2022,8200,69565,100,2023-10-13,Un Sold,1970-01-01,7565,0,0,Sai,1,0,Good,-7565,Jan 1970
G98J8R,Marchi,Oklahoma,Yodha,Tata,Truck,Blue,Automatic,3,2,Petrol,2021,7300,63474,100,2017-09-08,Sold,2024-08-08,6560,7205,10,Vishwajeet,5,129,Excellent,645,Aug 2024
R4UP2K,Carousell,California,Plato,Prazo,Convertible,Red,Manual,2,2,Electric,2023,10100,56074,250,2021-08-09,Un Sold,1970-01-01,8875,0,0,Ram,2,0,Average,-8875,Jan 1970
IOFHER,Carsome,Utah,Fortuner,Toyota,SUV,Black,Manual,8,5,Diesel,2019,8100,83433,200,2017-09-14,Un Sold,1970-01-01,6854,0,0,Piyush,5,0,Average,-6854,Jan 1970
KL7O5R,Nufor,North Carolina,Seltos,Kia,Hatchback,Black,Automatic,5,5,Hybrid,2021,7300,31088,150,2021-10-09,Un Sold,1970-01-01,5381,0,0,Aarush,4,0,Excellent,-5381,Jan 1970
KSU1Z1,Ahg,California,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Diesel,2020,6500,7002,103,2017-02-22,Un Sold,1970-01-01,4573,0,0,Vishwajeet,1,0,Excellent,-4573,Jan 1970
M2SOEY,Carsome,Columbus,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Hybrid,2018,7600,81273,113,2015-08-05,Un Sold,1970-01-01,6128,0,0,Shruthi,3,0,Good,-6128,Jan 1970
3C7UV1,Carsome,Chicago,Kags,Renault,SUV,Blue,Manual,7,5,Diesel,2020,8000,98380,175,2023-07-04,Sold,2024-01-17,6189,6606,7,Supriya,4,83,Average,417,Jan 2024
IBI6OS,Sobri,Portland,Fortuner,Toyota,SUV,Red,Automatic,8,5,Hybrid,2019,9000,96001,200,2021-04-10,Un Sold,1970-01-01,7340,0,0,Shiva,1,0,Excellent,-7340,Jan 1970
DSP3SF,Trust,North Carolina,Yodha,Tata,Truck,Blue,Automatic,3,2,Petrol,2022,7200,79086,100,2024-03-23,Un Sold,1970-01-01,5285,0,0,Krishna,3,0,Good,-5285,Jan 1970
VO2XL0,Cars24,Columbus,Etriga,Maruti,Hatchback,Gray,Automatic,4,5,Hybrid,2024,7000,76330,103,2015-12-31,Un Sold,1970-01-01,5248,0,0,Dhruv,4,0,Average,-5248,Jan 1970
O11PVZ,Skipper,Utah,Seltos,Kia,Hatchback,White,Manual,5,5,Electric,2023,7600,52769,150,2018-05-27,Sold,2023-02-19,5754,7197,25,Bhavani,5,289,Excellent,1443,Feb 2023
Y37LEU,Carmudi,Tucson,Seltos,Kia,Hatchback,Gray,Automatic,5,5,Diesel,2023,6200,17328,150,2019-09-23,Un Sold,1970-01-01,5395,0,0,Aarush,4,0,Excellent,-5395,Jan 1970
03NA1Q,Automart,North Carolina,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Petrol,2019,6500,70063,103,2023-02-19,Un Sold,1970-01-01,5884,0,0,Shilpa,5,0,Poor,-5884,Jan 1970
2NJK4O,Nufor,Oklahoma,Yodha,Tata,Truck,Gray,Automatic,3,2,Diesel,2024,7100,39022,100,2017-11-15,Un Sold,1970-01-01,5178,0,0,Supriya,2,0,Excellent,-5178,Jan 1970
U6IMDE,Carousell,Philadelphia,Dzire,Maruti,Sedan,Gray,Manual,5,5,Diesel,2024,6600,12946,100,2024-09-13,Sold,2024-10-28,5232,4220,-19,Shruthi,4,0,Excellent,-1012,Oct 2024
NHQTLF,Olx,Philadelphia,Kags,Renault,SUV,Black,Automatic,7,5,Hybrid,2016,9300,7363,175,2018-04-29,Un Sold,1970-01-01,8099,0,0,Shiva,2,0,Average,-8099,Jan 1970
NW0M7L,Trivett,California,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Electric,2024,7500,24214,120,2021-08-05,Un Sold,1970-01-01,6771,0,0,Shilpa,2,0,Average,-6771,Jan 1970
IU1GNN,Ahg,California,Plato,Prazo,Convertible,Red,Automatic,2,2,Electric,2018,10600,56714,250,2022-01-16,Un Sold,1970-01-01,8922,0,0,Shilpa,3,0,Average,-8922,Jan 1970
P7BHEZ,Nufor,Philadelphia,Creta,Hyundai,Hatchback,Gray,Manual,5,5,Petrol,2015,6900,76042,113,2023-07-01,Un Sold,1970-01-01,5748,0,0,Vihaan,2,0,Excellent,-5748,Jan 1970
T52ZC8,Carousell,Philadelphia,Dzire,Maruti,Sedan,Blue,Manual,5,5,Electric,2023,8100,43625,100,2022-08-16,Sold,2022-10-18,6571,7566,15,Bhavani,1,199,Excellent,995,Oct 2022
239ENE,Kamkar,North Carolina,Plato,Prazo,Convertible,Red,Automatic,2,2,Diesel,2017,9300,70057,250,2017-08-08,Un Sold,1970-01-01,8113,0,0,Narayan,3,0,Good,-8113,Jan 1970
OI9J9C,Ahg,Tucson,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Electric,2022,7700,80808,103,2023-01-25,Un Sold,1970-01-01,7035,0,0,Ram,4,0,Excellent,-7035,Jan 1970
E9MWXH,Oto,Chicago,Yodha,Tata,Truck,Blue,Manual,3,2,Diesel,2018,7700,24885,100,2022-05-30,Un Sold,1970-01-01,5913,0,0,Narayan,3,0,Excellent,-5913,Jan 1970
SEJP3V,Carmudi,Florida,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Hybrid,2020,7400,94477,120,2019-12-22,Un Sold,1970-01-01,6299,0,0,Piyush,3,0,Good,-6299,Jan 1970
TELA0D,Automart,Tucson,Swift,Maruti,Sedan,Red,Automatic,5,4,Diesel,2019,7100,63403,115,2019-05-31,Un Sold,1970-01-01,6286,0,0,Aditya,4,0,Good,-6286,Jan 1970
R9BNYG,Carmudi,Denver,Fortuner,Toyota,SUV,Red,Manual,8,5,Petrol,2016,8300,79843,200,2020-01-18,Un Sold,1970-01-01,6521,0,0,Aditya,5,0,Good,-6521,Jan 1970
U3D7VC,Olx,North Carolina,Scorpio,Mahindra,SUV,Gray,Manual,5,5,Electric,2021,9300,72493,120,2021-10-30,Un Sold,1970-01-01,7448,0,0,Shailaja,2,0,Average,-7448,Jan 1970
NCL21H,Sobri,Oklahoma,Scorpio,Mahindra,SUV,Red,Manual,5,5,Hybrid,2020,8900,68267,120,2017-01-15,Un Sold,1970-01-01,7514,0,0,Sweta,4,0,Poor,-7514,Jan 1970
8KF3U4,Sobri,California,Hilux,Toyota,Truck,Red,Automatic,4,2,Petrol,2021,7300,91658,200,2015-04-12,Un Sold,1970-01-01,6476,0,0,Swathi,4,0,Good,-6476,Jan 1970
2NSSF5,Motor,Tennessee,Plato,Prazo,Convertible,Black,Automatic,2,2,Electric,2018,10600,86830,250,2024-12-04,Sold,2024-03-02,9637,10909,13,Bhavani,3,254,Good,1272,Mar 2024
KV1L4X,Automart,Denver,Seltos,Kia,Hatchback,Red,Manual,5,5,Electric,2024,7500,51912,150,2019-08-19,Sold,2024-06-08,6291,7636,21,Hariom,1,269,Excellent,1345,Jun 2024
X3K2LB,Zupps,New York,i20,Hyundai,Hatchback,Red,Manual,4,5,Electric,2017,8200,42376,120,2020-11-11,Un Sold,1970-01-01,6480,0,0,Karan,1,0,Good,-6480,Jan 1970
CZGH0V,Zupps,Tennessee,Creta,Hyundai,Hatchback,White,Manual,5,5,Diesel,2023,6200,99094,113,2019-12-11,Un Sold,1970-01-01,4840,0,0,Dhruv,4,0,Average,-4840,Jan 1970
LN5I2V,Carousell,Oklahoma,Hilux,Toyota,Truck,Black,Automatic,4,2,Electric,2017,9200,42366,200,2015-01-31,Un Sold,1970-01-01,8110,0,0,Sai,3,0,Good,-8110,Jan 1970
FDMI6R,Carro,Utah,Swift,Maruti,Sedan,Gray,Manual,5,4,Hybrid,2023,7600,27999,115,2020-01-13,Sold,2024-10-31,6187,7482,21,Vishwajeet,5,259,Average,1295,Oct 2024
ELDW85,Sobri,Denver,Yodha,Tata,Truck,Black,Manual,3,2,Petrol,2023,7100,49030,100,2018-10-20,Sold,2022-01-14,6073,5318,-12,Ram,4,0,Excellent,-755,Jan 2022
8C517O,Oto,Denver,Scorpio,Mahindra,SUV,Red,Manual,5,5,Electric,2024,9000,17968,120,2017-08-06,Un Sold,1970-01-01,8183,0,0,Krishna,4,0,Good,-8183,Jan 1970
GURYTZ,Cars24,Philadelphia,Thar,Mahindra,SUV,Blue,Manual,5,3,Petrol,2016,8300,48708,130,2021-01-06,Un Sold,1970-01-01,7424,0,0,Sai,2,0,Excellent,-7424,Jan 1970
1L1MD4,Motor,North Carolina,i20,Hyundai,Hatchback,Red,Automatic,4,5,Petrol,2019,6500,70414,120,2016-01-14,Sold,2024-05-07,5789,5677,-2,Vihaan,5,0,Excellent,-112,May 2024
HQMP6N,Carsome,Denver,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Electric,2017,8200,77041,150,2022-01-19,Un Sold,1970-01-01,7485,0,0,Karan,5,0,Good,-7485,Jan 1970
CG1AMW,Carro,Oklahoma,Seltos,Kia,Hatchback,Blue,Manual,5,5,Diesel,2021,6400,88625,150,2017-02-02,Un Sold,1970-01-01,4770,0,0,Pavan,4,0,Good,-4770,Jan 1970
JM02WH,Skipper,Chicago,Seltos,Kia,Hatchback,White,Automatic,5,5,Petrol,2019,6500,10204,150,2015-11-27,Un Sold,1970-01-01,5563,0,0,Swapna,1,0,Good,-5563,Jan 1970
NI861Y,Carmudi,New York,Creta,Hyundai,Hatchback,White,Manual,5,5,Diesel,2017,6800,7578,113,2024-10-05,Un Sold,1970-01-01,4988,0,0,Sweta,5,0,Average,-4988,Jan 1970
9OQKOH,Kamkar,Florida,Swift,Maruti,Sedan,Red,Manual,5,4,Hybrid,2021,7800,36996,115,2019-07-02,Un Sold,1970-01-01,6653,0,0,Shilpa,1,0,Excellent,-6653,Jan 1970
6WF0DA,APE,North Carolina,Hilux,Toyota,Truck,White,Automatic,4,2,Hybrid,2018,8600,31095,200,2022-08-07,Un Sold,1970-01-01,7878,0,0,Aditya,2,0,Poor,-7878,Jan 1970
L57FRJ,Carousell,Portland,Yodha,Tata,Truck,Black,Manual,3,2,Diesel,2023,7200,45890,100,2017-05-22,Sold,2021-09-06,5246,4277,-18,Vishwajeet,1,0,Good,-969,Sep 2021
YB8JEC,Sobri,Madison,Hilux,Toyota,Truck,Red,Automatic,4,2,Electric,2019,9000,28537,200,2022-04-27,Un Sold,1970-01-01,8297,0,0,Hariom,4,0,Good,-8297,Jan 1970
W3GB0X,Carmudi,San Jose,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Electric,2019,9500,88632,120,2015-10-19,Un Sold,1970-01-01,8431,0,0,Shilpa,4,0,Excellent,-8431,Jan 1970
RZHX03,Kamkar,Utah,Hilux,Toyota,Truck,Red,Automatic,4,2,Petrol,2022,7200,47713,200,2016-12-04,Un Sold,1970-01-01,6070,0,0,Preeti,5,0,Excellent,-6070,Jan 1970
KZEY87,Ahg,Oklahoma,Thar,Mahindra,SUV,White,Manual,5,3,Electric,2022,9200,24643,130,2020-11-23,Sold,2022-08-12,7814,8441,8,Shiva,2,125,Average,627,Aug 2022
LUYTJ3,Knox,Denver,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Hybrid,2022,8700,48710,200,2022-03-22,Un Sold,1970-01-01,8077,0,0,Karan,3,0,Excellent,-8077,Jan 1970
S49ZUJ,Carro,Texas,Swift,Maruti,Sedan,Red,Automatic,5,4,Petrol,2024,6500,36835,115,2018-08-25,Un Sold,1970-01-01,5922,0,0,Krishna,5,0,Good,-5922,Jan 1970
6IUOUZ,Cars24,California,Seltos,Kia,Hatchback,Black,Automatic,5,5,Hybrid,2024,7000,26945,150,2020-01-08,Un Sold,1970-01-01,5258,0,0,Dhruv,5,0,Good,-5258,Jan 1970
1501IW,Trivett,Denver,Swift,Maruti,Sedan,Red,Automatic,5,4,Hybrid,2016,8300,77026,115,2022-03-16,Un Sold,1970-01-01,7194,0,0,Aditya,1,0,Average,-7194,Jan 1970
V2M21T,Skipper,California,Yodha,Tata,Truck,Black,Manual,3,2,Hybrid,2019,8500,15399,100,2016-01-15,Sold,2022-03-12,7457,7650,3,Ram,2,39,Poor,193,Mar 2022
XPJ7FP,Carsome,North Carolina,Thar,Mahindra,SUV,Red,Automatic,5,3,Hybrid,2022,8700,81099,130,2021-09-02,Sold,2023-11-20,6723,8149,21,Ram,2,285,Good,1426,Nov 2023
TLG3F9,Zupps,Philadelphia,Yodha,Tata,Truck,Red,Automatic,3,2,Hybrid,2022,8200,62594,100,2019-03-12,Un Sold,1970-01-01,6202,0,0,Piyush,2,0,Excellent,-6202,Jan 1970
Z516P4,Carsome,North Carolina,Hilux,Toyota,Truck,Red,Manual,4,2,Diesel,2021,7400,54843,200,2017-03-20,Un Sold,1970-01-01,5941,0,0,Pavan,3,0,Excellent,-5941,Jan 1970
VWHEX8,Trivett,California,Seltos,Kia,Hatchback,Black,Automatic,5,5,Petrol,2023,6100,95912,150,2015-07-26,Un Sold,1970-01-01,5194,0,0,Sweta,3,0,Excellent,-5194,Jan 1970
580DNP,Carmix,Denver,Scorpio,Mahindra,SUV,Red,Automatic,5,5,Hybrid,2018,9100,14655,120,2018-11-06,Un Sold,1970-01-01,8300,0,0,Krishna,5,0,Excellent,-8300,Jan 1970
OMCT01,Skipper,Detroit,Dzire,Maruti,Sedan,Red,Manual,5,5,Hybrid,2016,8300,56793,100,2018-10-10,Un Sold,1970-01-01,7197,0,0,Narayan,1,0,Average,-7197,Jan 1970
S0VQFX,Carmudi,Columbus,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Petrol,2020,6400,74705,113,2017-02-15,Un Sold,1970-01-01,4955,0,0,Shiva,3,0,Average,-4955,Jan 1970
6YH3CL,Knox,Tucson,Seltos,Kia,Hatchback,Red,Automatic,5,5,Diesel,2017,6800,62512,150,2018-12-12,Un Sold,1970-01-01,6237,0,0,Shiva,1,0,Excellent,-6237,Jan 1970
HCSXRP,Carsome,Tennessee,Creta,Hyundai,Hatchback,Gray,Manual,5,5,Hybrid,2017,7700,53630,113,2021-01-17,Un Sold,1970-01-01,7057,0,0,Rithvik,2,0,Excellent,-7057,Jan 1970
18S08W,Carsome,Portland,Creta,Hyundai,Hatchback,Black,Manual,5,5,Diesel,2015,7000,92712,113,2018-03-07,Un Sold,1970-01-01,6301,0,0,Narayan,3,0,Poor,-6301,Jan 1970
5FMUZF,Trivett,Tennessee,Scorpio,Mahindra,SUV,Red,Manual,5,5,Petrol,2021,7800,6492,120,2021-11-15,Un Sold,1970-01-01,6568,0,0,Swathi,2,0,Excellent,-6568,Jan 1970
I4J053,Olx,Texas,Yodha,Tata,Truck,Blue,Manual,3,2,Hybrid,2017,8700,31328,100,2020-04-28,Un Sold,1970-01-01,7594,0,0,Sai,2,0,Excellent,-7594,Jan 1970
P8LFMM,Marchi,California,Creta,Hyundai,Hatchback,Red,Automatic,5,5,Petrol,2022,6200,29907,113,2022-02-19,Un Sold,1970-01-01,5125,0,0,Bhavani,4,0,Good,-5125,Jan 1970
CC3GH7,Zupps,Portland,Hilux,Toyota,Truck,Red,Manual,4,2,Petrol,2019,7500,13550,200,2023-04-15,Sold,2023-07-03,6724,7564,12,Sweta,3,168,Good,840,Jul 2023
Q6QBKY,Ahg,Florida,Seltos,Kia,Hatchback,Red,Manual,5,5,Petrol,2018,6600,45369,150,2019-09-23,Un Sold,1970-01-01,5813,0,0,Ram,4,0,Good,-5813,Jan 1970
XRD3LE,Zupps,California,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Petrol,2024,7500,43781,120,2018-04-24,Un Sold,1970-01-01,6726,0,0,Shailaja,3,0,Excellent,-6726,Jan 1970
D759XB,APE,Tennessee,Yodha,Tata,Truck,Red,Manual,3,2,Petrol,2018,7600,87587,100,2018-01-23,Un Sold,1970-01-01,7038,0,0,Shilpa,3,0,Poor,-7038,Jan 1970
8OWYOH,Nufor,Chicago,Thar,Mahindra,SUV,Red,Manual,5,3,Diesel,2024,7600,61397,130,2023-07-27,Sold,2024-05-14,5760,7089,23,Swapna,4,266,Excellent,1329,May 2024
P0V28F,Skipper,North Carolina,Etriga,Maruti,Hatchback,Red,Automatic,4,5,Electric,2016,8300,49100,103,2018-09-30,Un Sold,1970-01-01,6888,0,0,Swapna,5,0,Good,-6888,Jan 1970
ZWCZHH,Knox,Texas,Plato,Prazo,Convertible,White,Manual,2,2,Diesel,2020,9000,45090,250,2022-04-30,Sold,2023-03-18,7816,7893,1,Piyush,2,15,Average,77,Mar 2023
Q78VQJ,Marchi,Oklahoma,Scorpio,Mahindra,SUV,Red,Manual,5,5,Diesel,2016,8400,11616,120,2021-03-17,Un Sold,1970-01-01,7571,0,0,Hariom,5,0,Excellent,-7571,Jan 1970
0J5FR3,Oto,Columbus,Fortuner,Toyota,SUV,Red,Manual,8,5,Petrol,2017,8200,7860,200,2019-01-01,Un Sold,1970-01-01,6473,0,0,Hariom,4,0,Excellent,-6473,Jan 1970
JNY0EF,Sobri,Detroit,Swift,Maruti,Sedan,Blue,Automatic,5,4,Electric,2022,8200,63232,115,2020-06-07,Un Sold,1970-01-01,6372,0,0,Sweta,1,0,Average,-6372,Jan 1970
YGSRM2,Ahg,New York,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Petrol,2015,8400,7611,200,2024-06-06,Un Sold,1970-01-01,7895,0,0,Pavan,3,0,Poor,-7895,Jan 1970
IAQ0HT,Carmudi,North Carolina,Scorpio,Mahindra,SUV,Gray,Manual,5,5,Diesel,2021,7900,72920,120,2015-08-30,Un Sold,1970-01-01,6706,0,0,Pranav,5,0,Poor,-6706,Jan 1970
8BRKV0,Sobri,North Carolina,Scorpio,Mahindra,SUV,Gray,Manual,5,5,Diesel,2020,8000,74395,120,2023-02-08,Un Sold,1970-01-01,6370,0,0,Arjuna,4,0,Excellent,-6370,Jan 1970
JERH63,Skipper,Tennessee,Yodha,Tata,Truck,White,Manual,3,2,Petrol,2020,7400,73293,100,2015-10-23,Sold,2015-05-16,5950,4862,-18,Sweta,2,0,Excellent,-1088,May 2015
O1QOPU,Automart,Philadelphia,Dzire,Maruti,Sedan,White,Automatic,5,5,Petrol,2020,6900,66877,100,2024-05-08,Un Sold,1970-01-01,5116,0,0,Shruthi,3,0,Excellent,-5116,Jan 1970
FEHTRL,Marchi,New York,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Petrol,2015,6900,51298,103,2024-06-10,Sold,2024-08-27,5823,6718,15,Rithvik,3,179,Good,895,Aug 2024
B5HX8L,Knox,Portland,Etriga,Maruti,Hatchback,Black,Manual,4,5,Petrol,2015,6900,23071,103,2022-06-17,Un Sold,1970-01-01,5342,0,0,Dhruv,5,0,Good,-5342,Jan 1970
LYWEQM,Cars24,Madison,i20,Hyundai,Hatchback,Blue,Manual,4,5,Hybrid,2024,7000,5318,120,2015-03-03,Un Sold,1970-01-01,5939,0,0,Bhavani,4,0,Excellent,-5939,Jan 1970
FHMQB7,Oto,San Jose,Hilux,Toyota,Truck,Red,Manual,4,2,Diesel,2015,8000,47912,200,2021-06-28,Un Sold,1970-01-01,6895,0,0,Aditya,3,0,Excellent,-6895,Jan 1970
1DA2MW,Cars24,San Jose,Yodha,Tata,Truck,Gray,Manual,3,2,Hybrid,2024,8000,23610,100,2022-07-14,Un Sold,1970-01-01,7495,0,0,Vishwajeet,2,0,Excellent,-7495,Jan 1970
PQ2SU1,Zupps,Detroit,Yodha,Tata,Truck,Black,Manual,3,2,Diesel,2020,7500,45639,100,2017-09-01,Un Sold,1970-01-01,6620,0,0,Krishna,4,0,Excellent,-6620,Jan 1970
WD3S4A,Skipper,Madison,Dzire,Maruti,Sedan,Red,Automatic,5,5,Diesel,2022,6800,88469,100,2022-02-27,Un Sold,1970-01-01,4844,0,0,Dhruv,3,0,Excellent,-4844,Jan 1970
NZ22UD,Carmudi,San Jose,Scorpio,Mahindra,SUV,White,Manual,5,5,Diesel,2021,7900,47198,120,2016-08-09,Un Sold,1970-01-01,6401,0,0,Vihaan,4,0,Excellent,-6401,Jan 1970
I0PLUX,Knox,Columbus,i20,Hyundai,Hatchback,Blue,Manual,4,5,Petrol,2020,6400,45056,120,2023-05-31,Un Sold,1970-01-01,5313,0,0,Rithvik,1,0,Average,-5313,Jan 1970
S2IK3U,Ahg,Madison,Dzire,Maruti,Sedan,Red,Manual,5,5,Electric,2019,8500,96389,100,2023-10-13,Un Sold,1970-01-01,7339,0,0,Sai,1,0,Excellent,-7339,Jan 1970
S0DGQ2,Skipper,Tennessee,Yodha,Tata,Truck,Gray,Automatic,3,2,Hybrid,2017,8700,17262,100,2018-09-13,Sold,2022-05-01,7245,6501,-10,Ram,1,0,Good,-744,May 2022
11TVGV,Trivett,Oklahoma,Scorpio,Mahindra,SUV,Gray,Manual,5,5,Hybrid,2020,8900,34099,120,2020-07-16,Un Sold,1970-01-01,8094,0,0,Bhavani,2,0,Good,-8094,Jan 1970
ZSGZ28,Nufor,Chicago,Thar,Mahindra,SUV,White,Manual,5,3,Diesel,2024,7600,94751,130,2020-10-08,Sold,2022-06-10,7015,6149,-12,Shailaja,1,0,Poor,-866,Jun 2022
ARIS54,Knox,Florida,Creta,Hyundai,Hatchback,Gray,Automatic,5,5,Electric,2016,8300,86919,113,2023-01-24,Un Sold,1970-01-01,6452,0,0,Aarush,4,0,Good,-6452,Jan 1970
53QZ1T,Carmudi,California,Thar,Mahindra,SUV,Black,Manual,5,3,Petrol,2018,8100,44275,130,2017-08-18,Sold,2021-09-18,7473,7990,7,Aditya,5,103,Excellent,517,Sep 2021
WTV5HJ,Ahg,Columbus,Yodha,Tata,Truck,Black,Automatic,3,2,Diesel,2024,7100,23340,100,2019-11-22,Un Sold,1970-01-01,5802,0,0,Shilpa,1,0,Poor,-5802,Jan 1970
